Name,Score,User Score,Wiki
" Enemy Front ",0,6.9,http://www.ign.com/wikis/enemy-front
" Enslaved ",8,8.1,http://www.ign.com/wikis/enslaved
" Enslaved Premium Edition ",0,0,NOT PROVIDED
" Enter the Gungeon ",0,0,http://www.ign.com/wikis/enter-the-gungeon
" Escape Goat ",8,0,http://www.ign.com/wikis/escape-goat
" Escape Plan ",8,7.5,http://www.ign.com/wikis/escape-plan
" ESPN NFL 2K5 ",9.4,8.6,http://www.ign.com/wikis/espn-nfl-2k5
" Eternal Darkness Sanitys Requiem ",9.6,9.1,http://www.ign.com/wikis/eternal-darkness-sanitys-requiem
" Eternal Sonata ",8.3,8.2,http://www.ign.com/wikis/create?objectid=761569
" Eternal Step ",0,0,http://www.ign.com/wikis/create?objectid=20038592
" Eternity Warriors 2 ",0,7.9,http://www.ign.com/wikis/create?objectid=140497
" Etrian Mystery Dungeon ",0,0,http://www.ign.com/wikis/create?objectid=20028087
" Ever Oasis ",8.9,9,http://www.ign.com/wikis/ever-oasis
" EverQuest Next ",0,0,NOT PROVIDED
" Everything ",0,7.3,http://www.ign.com/wikis/everything
" Evil Genius ",7.8,0,http://www.ign.com/wikis/create?objectid=567017
" EX Troopers ",0,9,http://www.ign.com/wikis/create?objectid=134643
" Excitebike ",8.4,0,http://www.ign.com/wikis/create?objectid=7159
" Exist Archive The Other Side of the Sky ",0,0,NOT PROVIDED
" Expand ",0,0,http://www.ign.com/wikis/create?objectid=20027100
" F1 2012 ",9,0,NOT PROVIDED
" F1 2015 ",0,7.5,http://www.ign.com/wikis/create?objectid=20022511
" F1 2016 ",8.8,9.3,http://www.ign.com/wikis/create?objectid=20054149
" Fable ",9.3,8.9,http://www.ign.com/wikis/fable
" Fable II ",8.8,8.7,http://www.ign.com/wikis/fable-ii
" Fable II Limited Edition ",8.8,8.9,http://www.ign.com/wikis/create?objectid=14256537
" Fable II Platinum Hits ",8.8,8.5,http://www.ign.com/wikis/create?objectid=42789
" Fable III ",8.5,0,http://www.ign.com/wikis/fable-3
" Fable III Limited Collectors Edition ",0,8.5,http://www.ign.com/wikis/create?objectid=75105
" Fable Legends ",0,0,http://www.ign.com/wikis/fable-legends
" Fable The Journey ",7.2,7.2,http://www.ign.com/wikis/fable-the-journey
" Fable The Lost Chapters ",8.7,8.8,http://www.ign.com/wikis/create?objectid=734992
" Fallout ",0,0,http://www.ign.com/wikis/fallout
" Fallout 2 ",8.9,9,http://www.ign.com/wikis/create?objectid=3783
" Fallout 3 ",9.6,0,http://www.ign.com/wikis/fallout-3
" Fallout 3 Broken Steel ",8.5,0,NOT PROVIDED
" Fallout 3 Game of the Year Edition ",9.6,9.4,http://www.ign.com/wikis/fallout-3
" Fallout 4 ",9.5,8.5,http://www.ign.com/wikis/fallout-4
" Fallout 4 Automatron ",0,8.2,http://www.ign.com/wikis/fallout-4
" Fallout 4 Far Harbor ",0,9.5,http://www.ign.com/wikis/fallout-4
" Fallout 4 Nuka World ",0,0,http://www.ign.com/wikis/create?objectid=20054762
" Fallout Anthology ",0,0,http://www.ign.com/wikis/create?objectid=20040735
" Fallout New Vegas ",8.5,0,http://www.ign.com/wikis/fallout-new-vegas
" Fallout New Vegas Ultimate Edition ",0,8.7,http://www.ign.com/wikis/create?objectid=121921
" Fallout Online ",0,0,http://www.ign.com/wikis/fallout-online
" Fallout Shelter ",6.8,0,NOT PROVIDED
" Fallout Tactics Brotherhood of Steel ",8.3,0,http://www.ign.com/wikis/create?objectid=14875
" Family Guy Back to the Multiverse ",6,7.5,http://www.ign.com/wikis/family-guy-back-to-the-multiverse
" Fantasica ",0,0,http://www.ign.com/wikis/gyakushuu-no-fantasica
" Far Cry ",9.2,8.8,http://www.ign.com/wikis/far-cry
" Far Cry 2 ",8.8,8,http://www.ign.com/wikis/far-cry-2
" Far Cry 3 ",9,0,NOT PROVIDED
" Far Cry 4 ",8.5,8.8,http://www.ign.com/wikis/far-cry-4
" Far Cry Classic ",0,7.9,http://www.ign.com/wikis/far-cry
" Far Cry Primal ",0,8.1,http://www.ign.com/wikis/far-cry-primal
" Farming Simulator 2011 ",0,5.4,http://www.ign.com/wikis/farming-simulator-2011
" Farpoint ",7.5,8.4,http://www.ign.com/wikis/farpoint
" FAST Racing Neo ",8,8.6,http://www.ign.com/wikis/fast-racing-neo
" Fast RMX ",7.4,0,http://www.ign.com/wikis/create?objectid=20063621
" Fat Princess ",9,8.5,http://www.ign.com/wikis/fat-princess
" Fatal Frame Deep Crimson Butterfly ",8.5,9,http://www.ign.com/wikis/create?objectid=87940
" Fatal Frame Maiden of the Black Water ",7,9.2,http://www.ign.com/wikis/fatal-frame-wii-u
" Faxanadu ",0,7.9,http://www.ign.com/wikis/create?objectid=7160
" FEAR ",8.1,7.9,http://www.ign.com/wikis/fear
" FEAR 2 Project Origin ",8.3,0,http://www.ign.com/wikis/fear-2-project-origin
" FEAR 3 ",8,0,NOT PROVIDED
" Fez ",9.5,0,NOT PROVIDED
" Fieldrunners 2 ",8.5,0,http://www.ign.com/wikis/fieldrunners-2
" FIFA 15 ",8.3,7.4,http://www.ign.com/wikis/fifa-15
" FIFA 17 ",0,6.8,http://www.ign.com/wikis/fifa-17
" FIFA Manager 12 ",0,7.5,http://www.ign.com/wikis/fifa-manager-12
" FIFA Road to World Cup 98 ",8.5,8,http://www.ign.com/wikis/create?objectid=2050
" FIFA Soccer 10 ",9,0,http://www.ign.com/wikis/fifa-soccer-10
" FIFA Soccer 11 ",8.5,8.8,http://www.ign.com/wikis/create?objectid=60988
" FIFA Soccer 12 ",9.5,8.9,http://www.ign.com/wikis/fifa-12
" FIFA Soccer 13 ",9,0,NOT PROVIDED
" FIFA Soccer PlayStation Vita edition ",8,8.2,http://www.ign.com/wikis/fifa-soccer
" FIFA Street ",8,8,http://www.ign.com/wikis/fifa-street
" Fight Night Champion ",8,8.4,http://www.ign.com/wikis/create?objectid=81346
" Final Fantasy ",8.5,8.7,http://www.ign.com/wikis/create?objectid=6010
" Final Fantasy Crystal Chronicles Ring of Fates ",8.2,0,http://www.ign.com/wikis/final-fantasy-crystal-chronicles-ring-of-fates
" Final Fantasy Dimensions ",8,0,NOT PROVIDED
" Final Fantasy I & II Dawn of Souls ",8.5,8.5,http://www.ign.com/wikis/create?objectid=479100
" Final Fantasy II ",0,0,NOT PROVIDED
" Final Fantasy III ",7.8,8.2,http://www.ign.com/wikis/final-fantasy-iii
" Final Fantasy IV ",0,8.9,http://www.ign.com/wikis/create?objectid=149795
" Final Fantasy IV Advance ",8.6,8.9,http://www.ign.com/wikis/final-fantasy-iv
" Final Fantasy IV The Complete Collection ",9,0,http://www.ign.com/wikis/final-fantasy-iv
" Final Fantasy IX ",9.2,10,http://www.ign.com/wikis/final-fantasy-ix
" Final Fantasy Origins ",0,8.7,http://www.ign.com/wikis/create?objectid=118656
" Final Fantasy Tactics ",8.5,8.9,http://www.ign.com/wikis/final-fantasy-tactics
" Final Fantasy Tactics A2 Grimoire of the Rift ",9,8.9,http://www.ign.com/wikis/final-fantasy-tactics-a2-grimoire-of-the-rift
" Final Fantasy Tactics Advance ",9,0,http://www.ign.com/wikis/final-fantasy-tactics-advance
" Final Fantasy Tactics The War of The Lions ",0,0,http://www.ign.com/wikis/final-fantasy-tactics
" Final Fantasy The 4 Heroes of Light ",8,7.9,http://www.ign.com/wikis/final-fantasy-the-4-heroes-of-light
" Final Fantasy Type0 HD ",0,6.5,http://www.ign.com/wikis/final-fantasy-type-0
" Final Fantasy VI ",0,8.8,http://www.ign.com/wikis/final-fantasy-vi
" Final Fantasy VI Advance ",9,0,http://www.ign.com/wikis/final-fantasy-vi
" Final Fantasy VII ",0,0,NOT PROVIDED
" Final Fantasy VII Remake ",0,0,http://www.ign.com/wikis/final-fantasy-vii-remake
" Final Fantasy VIII ",0,8.9,http://www.ign.com/wikis/final-fantasy-viii
" Final Fantasy X ",9.5,9.3,http://www.ign.com/wikis/final-fantasy-x
" Final Fantasy X X2 HD Remaster ",9.3,0,NOT PROVIDED
" Final Fantasy X X2 HD Remaster Limited Edition ",9.3,0,NOT PROVIDED
" Final Fantasy X2 ",9.5,0,http://www.ign.com/wikis/final-fantasy-x-2
" Final Fantasy XII ",9.5,8.9,http://www.ign.com/wikis/final-fantasy-xii
" Final Fantasy XIII ",8.9,8.4,http://www.ign.com/wikis/final-fantasy-xiii
" Final Fantasy XIII Limited Collectors Edition ",0,8.4,http://www.ign.com/wikis/final-fantasy-xiii
" Final Fantasy XIII2 ",8,8.2,http://www.ign.com/wikis/final-fantasy-xiii-2
" Final Fantasy XIII2 Collectors Edition ",0,8.6,http://www.ign.com/wikis/final-fantasy-xiii-2
" Final Fantasy XIII2 Crystal Edition ",0,9.1,http://www.ign.com/wikis/create?objectid=120936
" Final Fantasy XIII2 Limited Collectors Edition ",0,0,NOT PROVIDED
" Final Fantasy XIV Online 2010 version ",5.5,6.3,http://www.ign.com/wikis/ff14
" Final Fantasy XIV Online A Realm Reborn ",8.6,0,http://www.ign.com/wikis/ff14
" Final Fantasy XIV Online A Realm Reborn Collectors Edition ",0,9.3,http://www.ign.com/wikis/ff14
" Final Fantasy XIV Online Collectors Edition ",0,9.2,http://www.ign.com/wikis/ff14
" Final Fantasy XV ",8.2,8.9,http://www.ign.com/wikis/final-fantasy-15
" Final Fantasy XV VR Experience ",0,0,http://www.ign.com/wikis/create?objectid=20054854
" Fire Emblem ",0,0,NOT PROVIDED
" Fire Emblem Awakening ",9.6,0,http://www.ign.com/wikis/fire-emblem-awakening
" Fire Emblem Fates Birthright ",9.4,0,http://www.ign.com/wikis/fire-emblem-fates
" Fire Emblem Fates Conquest ",9.5,8.8,http://www.ign.com/wikis/fire-emblem-fates
" Fire Emblem Fates Revelation ",9.5,8.6,http://www.ign.com/wikis/fire-emblem-fates
" Fire Emblem Fates Special Edition ",0,0,http://www.ign.com/wikis/fire-emblem-fates
" Fire Emblem Heroes ",7.4,0,http://www.ign.com/wikis/fire-emblem-heroes
" Fire Emblem Path of Radiance ",8.7,9,http://www.ign.com/wikis/fire-emblem-path-of-radiance
" Fire Emblem Shadow Dragon ",8.5,8.4,http://www.ign.com/wikis/fire-emblem-shadow-dragon
" Fire Pro Wrestling World ",0,0,http://www.ign.com/wikis/create?objectid=20065831
" Firewatch ",0,0,http://www.ign.com/wikis/firewatch
" FlatOut 4 Total Insanity ",6.6,3.6,http://www.ign.com/wikis/create?objectid=20061884
" flOw ",7.6,7.1,http://www.ign.com/wikis/flow
" Flower ",9,8.4,http://www.ign.com/wikis/flower
" Folklore ",9,8.4,http://www.ign.com/wikis/folklore
" Football Manager 2012 ",9,0,NOT PROVIDED
" For Honor ",8,7.9,http://www.ign.com/wikis/for-honor
" Forge ",7,7,http://www.ign.com/wikis/create?objectid=136254
" Fortnite ",0,6.9,http://www.ign.com/wikis/fortnite
" Forza Horizon ",9,9,http://www.ign.com/wikis/forza-horizon
" Forza Horizon 2 ",9,0,http://www.ign.com/wikis/forza-horizon-2
" Forza Horizon 3 ",9.5,0,http://www.ign.com/wikis/forza-horizon-3
" Forza Motorsport ",9.5,8.6,http://www.ign.com/wikis/forza-motorsport
" Forza Motorsport 2 ",8.9,8.5,http://www.ign.com/wikis/forza-motorsport-2
" Forza Motorsport 3 ",9.4,0,NOT PROVIDED
" Forza Motorsport 4 ",9.5,0,http://www.ign.com/wikis/forza-motorsport-4
" Forza Motorsport 4 Limited Collectors Edition ",0,0,http://www.ign.com/wikis/create?objectid=112992
" Forza Motorsport 5 ",8.8,0,http://www.ign.com/wikis/forza-5
" Forza Motorsport 6 ",9,8.7,http://www.ign.com/wikis/forza-6
" Fray ",2,2.6,http://www.ign.com/wikis/create?objectid=100082
" Freedom Fighters ",8.4,8.6,http://www.ign.com/wikis/freedom-fighters
" Friday the 13th The Game ",0,7.7,http://www.ign.com/wikis/friday-the-13th
" FTL Faster Than Light ",9.6,8.5,http://www.ign.com/wikis/ftl-faster-than-light
" Full Throttle Remastered ",0,0,http://www.ign.com/wikis/create?objectid=20047942
" Fullmetal Alchemist Brotherhood ",0,0,NOT PROVIDED
" Funk of Titans ",4,0,NOT PROVIDED
" Furi ",6.8,8.4,http://www.ign.com/wikis/create?objectid=20044439
" Furious 4 ",0,0,http://www.ign.com/wikis/create?objectid=110670
" Fuse ",6.5,0,http://www.ign.com/wikis/fuse
" Galaxy on Fire 2 ",0,8.2,http://www.ign.com/wikis/galaxy-on-fire-2
" Game & Wario ",5.1,7.7,http://www.ign.com/wikis/game-and-wario
" Game Dev Story ",9,8.9,http://www.ign.com/wikis/game-dev-story
" Game of Thrones ",4,0,http://www.ign.com/wikis/game-of-thrones-the-game
" Game of Thrones A Telltale Games Series ",0,0,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Episode 2 The Lost Lords ",0,0,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Episode 3 The Sword in the Darkness ",0,0,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Episode 4 Sons of Winter ",8.2,9.1,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Episode 5 A Nest Of Vipers ",0,0,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Episode 6 The Ice Dragon ",0,0,http://www.ign.com/wikis/game-of-thrones-telltale
" Game of Thrones Seven Kingdoms ",0,0,http://www.ign.com/wikis/a-game-of-thrones-mmo
" Gangstar Miami Vindication ",7.5,7.5,http://www.ign.com/wikis/create?objectid=86705
" Garrys Mod ",0,8.9,http://www.ign.com/wikis/garrys-mod
" Gears of War ",9.4,0,NOT PROVIDED
" Gears of War 2 ",9.5,9,http://www.ign.com/wikis/gears-of-war-2
" Gears of War 2 Limited Edition ",9.5,9.3,http://www.ign.com/wikis/gears-of-war-2
" Gears of War 3 ",9,9.1,http://www.ign.com/wikis/gears-of-war-3
" Gears of War 3 Epic Edition ",0,9.4,http://www.ign.com/wikis/gears-of-war-3
" Gears of War 3 Limited Edition ",0,9.4,http://www.ign.com/wikis/gears-of-war-3
" Gears of War 3 Raams Shadow ",7.5,8.3,http://www.ign.com/wikis/create?objectid=122953
" Gears of War 4 ",9.2,8.8,http://www.ign.com/wikis/gears-of-war-4
" Gears of War Judgment ",9.2,7.7,http://www.ign.com/wikis/gears-of-war-judgment
" Gears of War Ultimate Edition ",0,8.8,http://www.ign.com/wikis/gears-of-war
" Geometry Wars Retro Evolved ",8,0,http://www.ign.com/wikis/geometry-wars-retro-evolved
" Get Even ",0,7,http://www.ign.com/wikis/create?objectid=20011111
" Ghosts N Goblins ",6,7.9,http://www.ign.com/wikis/create?objectid=7368
" Girl Fight ",0,6,http://www.ign.com/wikis/create?objectid=128491
" Gladius ",8.3,0,http://www.ign.com/wikis/create?objectid=481748
" Goat Simulator ",8,0,NOT PROVIDED
" God Hand ",3,8.4,http://www.ign.com/wikis/god-hand
" God of War ",0,0,http://www.ign.com/wikis/god-of-war-2018
" God of War 2005 ",0,8.7,http://www.ign.com/wikis/create?objectid=104952
" God of War Ascension ",7.8,8.5,http://www.ign.com/wikis/god-of-war-ascension
" God of War Chains of Olympus ",9.4,9.1,http://www.ign.com/wikis/god-of-war-chains-of-olympus
" God of War Collection ",9.4,9.2,http://www.ign.com/wikis/god-of-war-collection
" God of War Ghost of Sparta ",9.5,9.1,http://www.ign.com/wikis/god-of-war-ghost-of-sparta
" God of War II ",9.7,9.4,http://www.ign.com/wikis/god-of-war-ii
" God of War II Demo Disc ",0,0,http://www.ign.com/wikis/create?objectid=888576
" God of War III ",9.3,0,NOT PROVIDED
" God of War III Remastered ",8.8,0,http://www.ign.com/wikis/god-of-war-iii
" God of War Origins ",9,0,NOT PROVIDED
" God of War Saga ",0,9.5,http://www.ign.com/wikis/god-of-war-saga
" Golden Sun ",9.7,9.8,http://www.ign.com/wikis/golden-sun
" Golden Sun Dark Dawn ",7.5,8.4,http://www.ign.com/wikis/golden-sun-dark-dawn
" Golden Sun The Lost Age ",0,0,http://www.ign.com/wikis/golden-sun-the-lost-age
" GoldenEye 007 ",9.7,0,NOT PROVIDED
" GoldenEye 007 Classic Edition ",0,9,http://www.ign.com/wikis/create?objectid=87468
" GoldenEye 007 Reloaded ",8.5,7.6,http://www.ign.com/wikis/goldeneye-007-reloaded
" Gonner ",0,0,http://www.ign.com/wikis/create?objectid=20059568
" Goosebumps The Game ",0,0,NOT PROVIDED
" Gotham City Impostors ",7,7.3,http://www.ign.com/wikis/create?objectid=108679
" Gothic 3 ",4.9,7.3,http://www.ign.com/wikis/create?objectid=726093
" Gran Turismo 1998 ",9.5,0,NOT PROVIDED
" Gran Turismo 2 ",9.8,9.1,http://www.ign.com/wikis/create?objectid=11426
" Gran Turismo 3 Aspec ",9.8,0,http://www.ign.com/wikis/gran-turismo-3-a-spec
" Gran Turismo 4 ",9.5,0,NOT PROVIDED
" Gran Turismo 5 ",8.5,0,http://www.ign.com/wikis/gran-turismo-5
" Gran Turismo 5 Prologue ",8.5,0,http://www.ign.com/wikis/gran-turismo-5
" Gran Turismo 6 ",8,8.5,http://www.ign.com/wikis/gran-turismo-6
" Gran Turismo for Vita ",0,0,http://www.ign.com/wikis/gran-turismo-for-vita
" Gran Turismo Sport ",7.5,7.6,http://www.ign.com/wikis/gran-turismo-sport
" Granblue Fantasy Project ReLink ",0,0,http://www.ign.com/wikis/create?objectid=20058427
" Grand Ages Medieval ",0,7.2,http://www.ign.com/wikis/grand-ages-medieval
" Grand Slam Tennis 2 ",8.5,0,http://www.ign.com/wikis/create?objectid=115335
" Grand Theft Auto ",6,7.1,http://www.ign.com/wikis/grand-theft-auto
" Grand Theft Auto Chinatown Wars ",9,0,NOT PROVIDED
" Grand Theft Auto Episodes from Liberty City ",9.2,0,NOT PROVIDED
" Grand Theft Auto II ",7.3,7.8,http://www.ign.com/wikis/grand-theft-auto-ii
" Grand Theft Auto III ",0,0,http://www.ign.com/wikis/grand-theft-auto-iii
" Grand Theft Auto IV ",10,0,NOT PROVIDED
" Grand Theft Auto IV Special Edition ",10,9.4,http://www.ign.com/wikis/create?objectid=907970
" Grand Theft Auto IV The Ballad of Gay Tony ",9.2,9.1,http://www.ign.com/wikis/grand-theft-auto-4
" Grand Theft Auto IV The Complete Edition ",0,9.2,http://www.ign.com/wikis/grand-theft-auto-4
" Grand Theft Auto IV The Lost and Damned ",9,0,http://www.ign.com/wikis/grand-theft-auto-4
" Grand Theft Auto Liberty City Stories ",9,8.8,http://www.ign.com/wikis/grand-theft-auto-liberty-city-stories
" Grand Theft Auto Online ",0,8.1,http://www.ign.com/wikis/gta-5
" Grand Theft Auto San Andreas ",9.3,9.1,http://www.ign.com/wikis/grand-theft-auto-san-andreas
" Grand Theft Auto San Andreas Second Edition ",0,8.9,http://www.ign.com/wikis/grand-theft-auto-san-andreas
" Grand Theft Auto San Andreas Xbox Original ",0,9.3,http://www.ign.com/wikis/grand-theft-auto-san-andreas
" Grand Theft Auto V ",10,9.5,http://www.ign.com/wikis/gta-5
" Grand Theft Auto Vice City ",0,0,http://www.ign.com/wikis/grand-theft-auto-vice-city
" Grand Theft Auto Vice City Stories ",9,8.8,http://www.ign.com/wikis/grand-theft-auto-vice-city-stories
" Gravity Rush 2 ",8.4,0,http://www.ign.com/wikis/gravity-rush-2
" Great Big War Game ",9.5,7.5,http://www.ign.com/wikis/great-big-war-game
" Grid 2 ",8,7.6,http://www.ign.com/wikis/grid-2
" Grim Fandango Remastered ",9.3,0,NOT PROVIDED
" Guacamelee ",9,0,NOT PROVIDED
" Guacamelee Super Turbo Championship Edition ",9.1,7.7,http://www.ign.com/wikis/guacamelee
" Guardians of Middleearth ",7.5,7.7,http://www.ign.com/wikis/guardians-of-middle-earth
" Guild Wars ",9,0,http://www.ign.com/wikis/guild-wars
" Guild Wars 2 ",9,8.9,http://www.ign.com/wikis/guild-wars-2
" Guild Wars 2 Collectors Edition ",0,9,http://www.ign.com/wikis/guild-wars-2
" Guild Wars 2 Heart of Thorns ",0,0,NOT PROVIDED
" Guillermo Del Toros InSane ",0,0,http://www.ign.com/wikis/create?objectid=95033
" Guilty Gear X2 ",9,0,NOT PROVIDED
" Guitar Hero 5 ",8.9,8,http://www.ign.com/wikis/guitar-hero-5
" Guitar Hero II Game Only Edition ",9.5,0,http://www.ign.com/wikis/guitar-hero-ii
" Guitar Hero III Legends of Rock ",8.9,8.5,http://www.ign.com/wikis/guitar-hero-iii-legends-of-rock
" Guitar Hero Live ",7.9,5.3,http://www.ign.com/wikis/guitar-hero-live
" Guitar Hero Live Mobile ",0,0,http://www.ign.com/wikis/guitar-hero-live
" Guitar Hero Metallica ",8.9,0,http://www.ign.com/wikis/guitar-hero-metallica
" Guitar Hero World Tour ",7.9,8,http://www.ign.com/wikis/guitar-hero-world-tour
" Gwent The Witcher Card Game ",0,8.1,http://www.ign.com/wikis/gwent
" HalfLife ",9.5,9.1,http://www.ign.com/wikis/half-life
" HalfLife 2 ",9.7,9.4,http://www.ign.com/wikis/half-life-2
" HalfLife 2 Episode One ",8.5,0,http://www.ign.com/wikis/half-life-2-episode-one
" HalfLife 2 Episode Three ",0,0,http://www.ign.com/wikis/half-life-2-episode-three
" HalfLife 2 Episode Two ",9.4,9.2,http://www.ign.com/wikis/half-life-2-episode-two
" HalfLife 3 ",0,0,http://www.ign.com/wikis/half-life-3
" Halo 2 ",9.8,9.1,http://www.ign.com/wikis/halo-2
" Halo 3 ",9.5,9,http://www.ign.com/wikis/halo-3
" Halo 3 Collectors Edition ",9.5,0,NOT PROVIDED
" Halo 3 Legendary Edition ",9.5,9.4,http://www.ign.com/wikis/halo-3
" Halo 3 ODST ",9,0,http://www.ign.com/wikis/halo-3-odst
" Halo 3 ODST Special Edition ",0,9,http://www.ign.com/wikis/create?objectid=14354594
" Halo 3 ODST The Master Chief Collection ",9,0,http://www.ign.com/wikis/halo-3-odst
" Halo 4 ",9.8,9,http://www.ign.com/wikis/halo-4
" Halo 4 Limited Edition ",9.8,0,http://www.ign.com/wikis/halo-4
" Halo 5 Guardians ",9,0,http://www.ign.com/wikis/halo-5-guardians
" Halo Combat Evolved ",0,0,NOT PROVIDED
" Halo Combat Evolved Anniversary ",8,0,NOT PROVIDED
" Halo Custom Edition ",0,0,http://www.ign.com/wikis/halo-combat-evolved
" Halo Reach ",9.5,9.2,http://www.ign.com/wikis/halo-reach
" Halo Reach Legendary Edition ",9.5,9.5,http://www.ign.com/wikis/halo-reach
" Halo Reach Limited Edition ",9.5,0,http://www.ign.com/wikis/halo-reach
" Halo The Master Chief Collection ",9,0,http://www.ign.com/wikis/halo-master-chief-collection
" Halo Wars ",8.4,8.1,http://www.ign.com/wikis/halo-wars
" Halo Wars 2 ",7,6.9,http://www.ign.com/wikis/halo-wars-2
" Halo Wars Definitive Edition ",0,8.2,http://www.ign.com/wikis/halo-wars
" Halo Wars Limited Edition ",8.4,0,http://www.ign.com/wikis/halo-wars
" Happy Wars ",4,7,http://www.ign.com/wikis/happy-wars
" Hard Corps Uprising ",8.5,8,http://www.ign.com/wikis/hard-corps-uprising
" Harry Potter and the Deathly Hallows Part 2 ",5.5,7.3,http://www.ign.com/wikis/harry-potter-and-the-deathly-hallows-part-2
" Harry Potter and the HalfBlood Prince ",7.7,7.7,http://www.ign.com/wikis/harry-potter-and-the-half-blood-prince
" Harry Potter for Kinect ",0,8.6,http://www.ign.com/wikis/harry-potter-for-kinect
" Harvest Moon 3D The Tale of Two Towns ",0,8.1,http://www.ign.com/wikis/create?objectid=77784
" Harvest Moon 64 ",8.2,0,NOT PROVIDED
" Harvest Moon A New Beginning ",8.3,8.6,http://www.ign.com/wikis/harvest-moon-a-new-beginning
" Harvest Moon A Wonderful Life ",8,8.2,http://www.ign.com/wikis/harvest-moon-a-wonderful-life
" Harvest Moon Animal Parade ",7.5,8.5,http://www.ign.com/wikis/harvest-moon-animal-parade
" Harvest Moon Another Wonderful Life ",7.5,8.4,http://www.ign.com/wikis/create?objectid=620294
" Harvest Moon Back to Nature ",7.5,8.5,http://www.ign.com/wikis/harvest-moon-back-to-nature
" Harvest Moon Boy & Girl ",7.1,8,http://www.ign.com/wikis/harvest-moon-boy-girl
" Harvest Moon DS ",6,0,http://www.ign.com/wikis/harvest-moon-ds
" Harvest Moon DS Cute ",5.8,8.2,http://www.ign.com/wikis/create?objectid=925135
" Harvest Moon DS The Tale of Two Towns ",6,0,http://www.ign.com/wikis/harvest-moon-the-tale-of-two-towns
" Harvest Moon Friends of Mineral Town ",0,0,http://www.ign.com/wikis/harvest-moon-friends-of-mineral-town
" Harvest Moon Grand Bazaar ",6.5,8.1,http://www.ign.com/wikis/create?objectid=14288417
" Harvest Moon Hero of Leaf Valley ",7.5,7.9,http://www.ign.com/wikis/harvest-moon-hero-of-leaf-valley
" Harvest Moon Island of Happiness ",5.8,0,http://www.ign.com/wikis/create?objectid=848020
" Harvest Moon Magical Melody ",8.2,8.5,http://www.ign.com/wikis/harvest-moon-magical-melody
" Harvest Moon More Friends of Mineral Town ",8.5,8.8,http://www.ign.com/wikis/create?objectid=620295
" Harvest Moon Save the Homeland ",8.8,0,NOT PROVIDED
" Harvest Moon Sunshine Islands ",0,8.3,http://www.ign.com/wikis/create?objectid=14211095
" Harvest Moon Tree of Tranquility ",6.5,8.5,http://www.ign.com/wikis/harvest-moon-tree-of-tranquility
" Hawken ",0,8,http://www.ign.com/wikis/hawken
" Hearthstone Heroes of WarCraft ",9,8.1,http://www.ign.com/wikis/hearthstone-heroes-of-warcraft
" Heavenly Sword ",7,8.1,http://www.ign.com/wikis/heavenly-sword
" Heavy Fire Afghanistan ",0,8.3,http://www.ign.com/wikis/heavy-fire-afghanistan
" Heavy Rain ",7.5,8.9,http://www.ign.com/wikis/heavy-rain
" Helldivers ",9,9.1,http://www.ign.com/wikis/helldivers
" Hellgate 2011 ",0,0,NOT PROVIDED
" Hero Academy ",9,7.3,http://www.ign.com/wikis/create?objectid=122908
" Heroes & Generals ",0,0,http://www.ign.com/wikis/heroes-and-generals
" Heroes of Ruin ",7,0,http://www.ign.com/wikis/heroes-of-ruin
" Hey Pikmin ",6.8,0,NOT PROVIDED
" Hideo Kojima Ogre Project ",0,0,http://www.ign.com/wikis/create?objectid=78251
" Hitman ",0,9.3,http://www.ign.com/wikis/create?objectid=20065121
" Hitman 2 Silent Assassin ",8.7,0,NOT PROVIDED
" Hitman Absolution ",9,0,http://www.ign.com/wikis/hitman-absolution
" Hitman Blood Money ",8,0,NOT PROVIDED
" Hitman Codename 47 ",7.5,8,http://www.ign.com/wikis/hitman-codename-47
" Hitman Contracts ",8.4,0,NOT PROVIDED
" Hitman Episode 4 Bangkok ",7.4,0,http://www.ign.com/wikis/hitman-2016
" Hitman Episode 5 Colorado ",6.9,0,http://www.ign.com/wikis/hitman-2016
" Hitman Episode 6 Hokkaido ",8.3,8.8,http://www.ign.com/wikis/hitman-2016
" Hitman Sniper Challenge ",0,0,NOT PROVIDED
" Home Free ",0,0,http://www.ign.com/wikis/create?objectid=20044285
" Homefront ",7,7.2,http://www.ign.com/wikis/homefront
" Hoodwink ",2.5,2.3,http://www.ign.com/wikis/create?objectid=136672
" Horizon Zero Dawn ",9.3,9.2,http://www.ign.com/wikis/horizon-zero-dawn
" Horn ",9,7.2,http://www.ign.com/wikis/horn
" Hot Shots Golf World Invitational ",6.5,7.7,http://www.ign.com/wikis/hot-shots-golf-vita
" Hotel Dusk Room 215 ",7.9,8.4,http://www.ign.com/wikis/create?objectid=827002
" Hotline Miami 2 Wrong Number ",8.8,8.3,http://www.ign.com/wikis/hotline-miami-2
" Human Element ",0,0,http://www.ign.com/wikis/human-element
" Hunted The Demons Forge ",6,6.6,http://www.ign.com/wikis/create?objectid=65241
" Hybrid ",8,7.8,http://www.ign.com/wikis/hybrid
