Name,Score,User Score,Wiki
" Sly Cooper and the Thievius Raccoonus ",8.5,0,http://www.ign.com/wikis/sly-cooper-and-the-thievius-raccoonus
" Sly Cooper Thieves in Time ",8,0,http://www.ign.com/wikis/sly-cooper-thieves-in-time
" Smite ",8.5,8.8,http://www.ign.com/wikis/smite
" Snake Pass ",7.2,0,http://www.ign.com/wikis/snake-pass
" Sniper Elite 4 ",8.3,0,http://www.ign.com/wikis/create?objectid=20050479
" Sniper Elite III ",0,8.4,http://www.ign.com/wikis/sniper-elite-3
" Sniper Elite III Ultimate Edition ",0,0,http://www.ign.com/wikis/create?objectid=20033994
" Sniper Ghost Warrior ",5,6.1,http://www.ign.com/wikis/sniper-ghost-warrior
" Sniper Ghost Warrior 2 ",5,7.1,http://www.ign.com/wikis/sniper-ghost-warrior-2
" Sniper Ghost Warrior 3 ",0,0,http://www.ign.com/wikis/sniper-ghost-warrior-3
" SOCOM 4 US Navy SEALs ",7,0,http://www.ign.com/wikis/socom-4-us-navy-seals
" Soma ",0,9,http://www.ign.com/wikis/soma
" Song of the Deep ",0,0,http://www.ign.com/wikis/song-of-the-deep
" Sonic & AllStars Racing Transformed ",8.6,8.6,http://www.ign.com/wikis/sonic-and-allstars-racing-transformed
" Sonic Adventure 2 ",0,9.1,http://www.ign.com/wikis/create?objectid=136377
" Sonic Adventure 2 Battle ",6.9,0,http://www.ign.com/wikis/sonic-adventure-2-battle
" Sonic Adventure DX Directors Cut ",5,7.8,http://www.ign.com/wikis/sonic-adventure-dx-directors-cut
" Sonic Boom Rise of Lyric ",4.3,3.4,http://www.ign.com/wikis/sonic-boom-rise-of-lyric
" Sonic Boom Shattered Crystal ",4,6,http://www.ign.com/wikis/sonic-boom-shattered-crystal
" Sonic CD ",8.5,8.3,http://www.ign.com/wikis/create?objectid=116255
" Sonic Colors ",8.5,8.5,http://www.ign.com/wikis/sonic-colors
" Sonic Forces ",0,0,http://www.ign.com/wikis/sonic-forces
" Sonic Generations ",8.5,0,http://www.ign.com/wikis/sonic-generations
" Sonic Mania ",8.7,9.3,http://www.ign.com/wikis/sonic-mania
" Sonic The Fighters ",0,0,http://www.ign.com/wikis/create?objectid=54
" Sonic the Hedgehog 2 ",0,9,http://www.ign.com/wikis/create?objectid=1344
" Sonic the Hedgehog 4 Episode I ",8,0,NOT PROVIDED
" Sonic the Hedgehog 4 Episode II ",6.5,7.9,http://www.ign.com/wikis/sonic-the-hedgehog-4-episode-ii
" Sonic Unleashed ",4.5,0,http://www.ign.com/wikis/sonic-unleashed
" Sonics Ultimate Genesis Collection ",9,0,http://www.ign.com/wikis/create?objectid=14286205
" Sorcery ",7.5,7.8,http://www.ign.com/wikis/sorcery
" Sorcery Saga The Curse of the Great Curry God ",7.5,7.1,http://www.ign.com/wikis/create?objectid=20002112
" Sorcery Saga The Curse of the Great Curry God Hot and Spicy Everything Nicey Limited Edition ",7.5,0.1,http://www.ign.com/wikis/create?objectid=20006180
" Soul Sacrifice ",7.7,8.9,http://www.ign.com/wikis/soul-sacrifice
" Soul Saga ",0,0,http://www.ign.com/wikis/create?objectid=20007059
" Soulcalibur II ",9.2,0,http://www.ign.com/wikis/soulcalibur-ii
" Soulcalibur IV ",8.7,8.3,http://www.ign.com/wikis/soulcalibur-iv
" Soulcalibur IV Premium Edition ",8.7,8.6,http://www.ign.com/wikis/soulcalibur-iv
" Soulcalibur V ",7.5,7.8,http://www.ign.com/wikis/soulcalibur-5
" Sound Shapes ",9,8.5,http://www.ign.com/wikis/sound-shapes
" South Park The Fractured But Whole ",8.5,8.3,http://www.ign.com/wikis/south-park-the-fractured-but-whole
" Spartacus Legends ",0,7.1,http://www.ign.com/wikis/create?objectid=137748
" Spec Ops The Line ",8,0,NOT PROVIDED
" Spelunky ",0,7.3,http://www.ign.com/wikis/spelunky
" SpiderMan Edge of Time ",4.5,0,http://www.ign.com/wikis/spider-man-edge-of-time
" SpiderMan Shattered Dimensions ",8,8.1,http://www.ign.com/wikis/spider-man-shattered-dimensions
" SpiderMan The Movie ",8.4,0,NOT PROVIDED
" SpiderMan Web of Shadows ",5.7,7.9,http://www.ign.com/wikis/spider-man-web-of-shadows
" Splatoon ",8.6,9.1,http://www.ign.com/wikis/splatoon
" Splatoon 2 ",8.3,0,http://www.ign.com/wikis/splatoon-2
" Spore ",8.8,8.1,http://www.ign.com/wikis/spore
" Sports Champions ",7.5,7.6,http://www.ign.com/wikis/sports-champions
" Sports Champions 2 ",7.6,0,http://www.ign.com/wikis/sports-champions-2
" Spy Hunter 2012 ",0,4.7,http://www.ign.com/wikis/create?objectid=135357
" Spyro Year of the Dragon ",9.1,9,http://www.ign.com/wikis/spyro-year-of-the-dragon
" Squadron 42 ",0,0,http://www.ign.com/wikis/create?objectid=20046151
" SSX ",9,8.4,http://www.ign.com/wikis/ssx
" SSX Tricky ",9.4,9.1,http://www.ign.com/wikis/create?objectid=15991
" STALKER Shadow of Chernobyl ",8.2,0,http://www.ign.com/wikis/stalker-shadow-of-chernobyl
" Star Citizen ",0,0,http://www.ign.com/wikis/star-citizen
" Star Fox 64 ",8.7,8.9,http://www.ign.com/wikis/star-fox-64
" Star Fox 64 3D ",9,0,http://www.ign.com/wikis/star-fox-64
" Star Fox Adventures ",9,8.4,http://www.ign.com/wikis/star-fox-adventures
" Star Fox Zero ",7.5,7.8,http://www.ign.com/wikis/star-fox-zero
" Star Ocean The Last Hope ",8,8.2,http://www.ign.com/wikis/star-ocean-the-last-hope
" Star Ocean The Last Hope International ",8.5,0,http://www.ign.com/wikis/create?objectid=905549
" Star Ocean Till the End of Time ",9,8.7,http://www.ign.com/wikis/star-ocean-till-the-end-of-time
" Star Trek Online ",6.8,0,http://www.ign.com/wikis/star-trek-online
" Star Trek Online Collectors Edition ",0,7.9,http://www.ign.com/wikis/star-trek-online
" Star Trek Online Digital Deluxe Edition ",0,8.1,http://www.ign.com/wikis/star-trek-online
" Star Trek The Game ",4.2,6.4,http://www.ign.com/wikis/star-trek-the-game
" Star Wars 1313 ",0,0,http://www.ign.com/wikis/star-wars-1313
" Star Wars Battlefront ",8,6.7,http://www.ign.com/wikis/star-wars-battlefront-2015
" Star Wars Battlefront II ",0,0,http://www.ign.com/wikis/star-wars-battlefront-2
" Star Wars Battlefront II 2005 ",7,8.8,http://www.ign.com/wikis/star-wars-battlefront-ii-2005
" Star Wars Battlefront III Free Radical version ",0,0,http://www.ign.com/wikis/star-wars-battlefront-iii-rumored
" Star Wars Empire at War ",7.6,8,http://www.ign.com/wikis/star-wars-empire-at-war
" Star Wars Jedi Knight II Jedi Outcast ",9,0,http://www.ign.com/wikis/star-wars-jedi-knight-ii-jedi-outcast
" Star Wars Jedi Knight Jedi Academy ",8.8,8.6,http://www.ign.com/wikis/star-wars-jedi-knight-jedi-academy
" Star Wars Knights of the Old Republic ",8.8,9.1,http://www.ign.com/wikis/star-wars-knights-of-the-old-republic
" Star Wars Knights of the Old Republic II The Sith Lords ",8.7,0,NOT PROVIDED
" Star Wars The Force Unleashed ",7.3,0,http://www.ign.com/wikis/star-wars-the-force-unleashed
" Star Wars The Force Unleashed II ",6.5,7.5,http://www.ign.com/wikis/star-wars-the-force-unleashed-ii
" Star Wars The Old Republic ",9,0,http://www.ign.com/wikis/star-wars-the-old-republic
" Star Wars Yoda Stories ",2,0,NOT PROVIDED
" StarCraft ",9.5,9.2,http://www.ign.com/wikis/starcraft
" StarCraft II Heart of the Swarm ",0,0,NOT PROVIDED
" StarCraft II Legacy of the Void ",8.9,8.9,http://www.ign.com/wikis/starcraft-2
" StarCraft II Wings of Liberty ",0,0,http://www.ign.com/wikis/starcraft-2
" StarCraft Remastered ",9,0,http://www.ign.com/wikis/create?objectid=20066763
" Stardew Valley ",8.8,0,http://www.ign.com/wikis/stardew-valley
" Starhawk ",9,8.3,http://www.ign.com/wikis/starhawk
" StarTropics ",8.5,8.4,http://www.ign.com/wikis/create?objectid=7184
" State of Decay ",8.9,0,NOT PROVIDED
" State of Decay 2 ",0,0,http://www.ign.com/wikis/state-of-decay-2
" Stealth Inc 2 A Game of Clones ",8.5,0,http://www.ign.com/wikis/stealth-inc-2-a-game-of-clones
" SteamWorld Dig 2 ",8.8,9.4,http://www.ign.com/wikis/steamworld-dig-2
" SteamWorld Heist ",0,0,http://www.ign.com/wikis/create?objectid=20028344
" Steel Battalion Heavy Armor ",3,3.7,http://www.ign.com/wikis/steel-battalion-heavy-armor
" Steep ",7.9,0,NOT PROVIDED
" Steven Universe Save the Light ",0,0,http://www.ign.com/wikis/create?objectid=20066166
" Story of Seasons ",8.4,0,http://www.ign.com/wikis/create?objectid=20006912
" Story of Seasons Trio of Towns ",7.7,0,NOT PROVIDED
" Street Fighter 25th Anniversary Collectors Set ",0,0,NOT PROVIDED
" Street Fighter Alpha Warriors Dreams ",7,8.1,http://www.ign.com/wikis/create?objectid=181
" Street Fighter IV ",9.3,8.6,http://www.ign.com/wikis/street-fighter-iv
" Street Fighter V ",8,7.1,http://www.ign.com/wikis/street-fighter-5
" Street Fighter x Tekken Mobile ",0,6,http://www.ign.com/wikis/create?objectid=136194
" StreetPass Mii Plaza ",0,0,http://www.ign.com/wikis/streetpass-mii-plaza
" Stronghold ",8.7,0,http://www.ign.com/wikis/stronghold
" Stronghold 3 ",5.5,0,http://www.ign.com/wikis/stronghold-3
" Stronghold Crusader ",8.4,8.4,http://www.ign.com/wikis/stronghold-crusader
" Styx Shards of Darkness ",7.8,0,NOT PROVIDED
" Suikoden ",0,0,NOT PROVIDED
" Summer Lesson for PlayStation VR ",0,0,http://www.ign.com/wikis/create?objectid=20024077
" SunFlowers ",8,7.7,http://www.ign.com/wikis/sunflowers
" Sunset Overdrive ",9,0,NOT PROVIDED
" Super C ",0,8.6,http://www.ign.com/wikis/create?objectid=7110
" Super Mario 3D Land ",9.5,9.1,http://www.ign.com/wikis/super-mario-3d-land
" Super Mario 3D World ",9.6,0,NOT PROVIDED
" Super Mario 64 ",9.8,9.5,http://www.ign.com/wikis/super-mario-64
" Super Mario 64 DS ",8.9,0,http://www.ign.com/wikis/super-mario-64-ds
" Super Mario Advance 3 Yoshis Island ",0,8.7,http://www.ign.com/wikis/create?objectid=20013145
" Super Mario Advance 4 Super Mario Bros 3 ",0,0,http://www.ign.com/wikis/create?objectid=114677
" Super Mario AllStars Limited Edition ",7,8,http://www.ign.com/wikis/create?objectid=85654
" Super Mario Bros ",0,8.7,http://www.ign.com/wikis/super-mario-bros
" Super Mario Bros 2 ",0,8.4,http://www.ign.com/wikis/super-mario-bros-2
" Super Mario Bros 3 ",0,9.7,http://www.ign.com/wikis/create?objectid=20003455
" Super Mario Galaxy ",0,0,http://www.ign.com/wikis/super-mario-galaxy
" Super Mario Galaxy 2 ",10,0,http://www.ign.com/wikis/super-mario-galaxy-2
" Super Mario Kart ",0,9,http://www.ign.com/wikis/super-mario-kart
" Super Mario Maker ",7.2,9.2,http://www.ign.com/wikis/super-mario-maker
" Super Mario Odyssey ",10,0,NOT PROVIDED
" Super Mario RPG Legend of the Seven Stars ",0,0,http://www.ign.com/wikis/create?objectid=20061141
" Super Mario Run ",8,6.4,http://www.ign.com/wikis/super-mario-run
" Super Mario Sunshine ",9.4,8.9,http://www.ign.com/wikis/super-mario-sunshine
" Super Mario World ",0,0,http://www.ign.com/wikis/super-mario-world
" Super Meat Boy ",9,8.6,http://www.ign.com/wikis/super-meat-boy
" Super Metroid ",0,0,NOT PROVIDED
" Super Monday Night Combat ",7.5,0,http://www.ign.com/wikis/super-monday-night-combat
" Super Monkey Ball Banana Splitz ",0,6.5,http://www.ign.com/wikis/create?objectid=117721
" Super Paper Mario ",8.9,8.6,http://www.ign.com/wikis/super-paper-mario
" Super Scribblenauts ",9,8.8,http://www.ign.com/wikis/super-scribblenauts
" Super Smash Bros ",8.5,9,http://www.ign.com/wikis/super-smash-bros
" Super Smash Bros Brawl ",9.5,0,http://www.ign.com/wikis/super-smash-bros-brawl
" Super Smash Bros for Nintendo 3DS ",8.8,9,http://www.ign.com/wikis/super-smash-bros-wii-u-3ds
" Super Smash Bros for Wii U ",9.8,9.5,http://www.ign.com/wikis/super-smash-bros-wii-u-3ds
" Super Smash Bros Melee ",9.6,9.4,http://www.ign.com/wikis/super-smash-bros-melee
" Super Stardust Delta ",9.5,8.7,http://www.ign.com/wikis/super-stardust-delta
" Super Stardust HD ",8.7,0,NOT PROVIDED
" Super Street Fighter IV ",9,0,NOT PROVIDED
" Super Street Fighter IV 3D Edition ",8.5,0,NOT PROVIDED
" Super Street Fighter IV Arcade Edition ",8,8.6,http://www.ign.com/wikis/super-street-fighter-4
" Supreme Commander 2 ",8.4,0,http://www.ign.com/wikis/supreme-commander-2
" Survarium ",0,0,http://www.ign.com/wikis/survarium
" SWAT 4 ",9,0,http://www.ign.com/wikis/swat-4
" Sword & Sworcery EP ",9,8.3,http://www.ign.com/wikis/create?objectid=131324
" Sword Art Online Hollow Fragment ",5.5,8.6,http://www.ign.com/wikis/create?objectid=20016595
" Sword Art Online RE Hollow Fragment ",5.5,0,http://www.ign.com/wikis/create?objectid=20037872
" Sword Coast Legends ",0,0,http://www.ign.com/wikis/dungeons-and-dragons-sword-coast-legends
" Syndicate ",7.5,0,http://www.ign.com/wikis/syndicate
" Tacoma ",8.5,0,NOT PROVIDED
" Tactical Intervention ",0,5.9,http://www.ign.com/wikis/create?objectid=35915
" Tales from Space Mutant Blobs Attack ",9,0,NOT PROVIDED
" Tales from the Borderlands ",0,9.3,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales from the Borderlands Episode 1 Zer0 Sum ",8.7,9.1,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales from the Borderlands Episode 2 Atlas Mugged ",8.8,0,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales from the Borderlands Episode 3 Catch a Ride ",0,1,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales from the Borderlands Episode 4 Escape Plan Bravo ",0,9.1,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales from the Borderlands Episode 5 The Vault of the Traveler ",0,0,http://www.ign.com/wikis/tales-from-the-borderlands
" Tales Of Berseria ",8.8,8.8,http://www.ign.com/wikis/tales-of-berseria
" Tales of Graces F ",0,0,NOT PROVIDED
" Tales of Monkey Island Chapter 1 Launch of the Screaming Narwhal ",7.9,8.2,http://www.ign.com/wikis/create?objectid=14354311
" Tales of Monkey Island Chapter 5 Rise of the Pirate God ",8.3,8.1,http://www.ign.com/wikis/create?objectid=14355898
" Tales of Symphonia ",8.5,9.1,http://www.ign.com/wikis/tales-of-symphonia
" Tales of Symphonia Dawn of the New World ",6.7,8.2,http://www.ign.com/wikis/tales-of-symphonia-dawn-of-the-new-world
" Tales of the Abyss ",7,8.6,http://www.ign.com/wikis/tales-of-the-abyss
" Tales of Vesperia ",8.2,8.7,http://www.ign.com/wikis/tales-of-vesperia
" Tales of Xillia ",8,9.1,http://www.ign.com/wikis/tales-of-xillia
" Tales of Zestiria ",0,8.8,http://www.ign.com/wikis/tales-of-zestiria
" Tank Tank Tank ",5.8,7.5,http://www.ign.com/wikis/create?objectid=135735
" Team Fortress 2 ",8.9,8.9,http://www.ign.com/wikis/team-fortress-2
" Tearaway ",9.3,0,NOT PROVIDED
" Tearaway Unfolded ",7.6,0,http://www.ign.com/wikis/tearaway-unfolded
" Teenage Mutant Ninja Turtles 1989 ",0,7.5,http://www.ign.com/wikis/create?objectid=8051
" Teenage Mutant Ninja Turtles II The Arcade Game ",0,0,http://www.ign.com/wikis/create?objectid=6268
" Tekken 3 ",9.3,9,http://www.ign.com/wikis/create?objectid=2294
" Tekken 5 ",9.3,0,NOT PROVIDED
" Tekken 6 ",8.8,8.4,http://www.ign.com/wikis/tekken-6
" Tekken 7 ",0,8.8,http://www.ign.com/wikis/tekken-7
" Tekken Tag Tournament ",8.7,0,NOT PROVIDED
" Tekken Tag Tournament 2 ",7.5,8.6,http://www.ign.com/wikis/tekken-tag-tournament-2
" Tekken Tag Tournament 2 Wii U Edition ",7.5,8.2,http://www.ign.com/wikis/tekken-tag-tournament-2
" Tekken x Street Fighter ",0,0,http://www.ign.com/wikis/tekken-x-street-fighter
" Tera ",0,0,http://www.ign.com/wikis/tera
" Terraria ",0,0,NOT PROVIDED
" Test Drive Ferrari Racing Legends ",6.5,0,NOT PROVIDED
" Test Drive Unlimited ",8,0,http://www.ign.com/wikis/test-drive-unlimited
" Test Drive Unlimited 2 ",5.5,7.4,http://www.ign.com/wikis/test-drive-unlimited-2
" Tetris Tengen Version ",0,0,http://www.ign.com/wikis/create?objectid=5495
" The 3rd Birthday ",8.5,0,NOT PROVIDED
" The Amazing SpiderMan ",7,0,NOT PROVIDED
" The Amazing SpiderMan Mobile Version ",0,0,http://www.ign.com/wikis/create?objectid=130651
" The American Dream ",0,0,NOT PROVIDED
" The Beginners Guide ",8,0,http://www.ign.com/wikis/create?objectid=20043729
" The Binding of Isaac ",0,0,http://www.ign.com/wikis/create?objectid=127009
" The Binding of Isaac Afterbirth ",9,0,http://www.ign.com/wikis/create?objectid=20074795
" The Binding of Isaac Rebirth ",9,8,http://www.ign.com/wikis/the-binding-of-isaac-rebirth
" The Bunker ",0,0,http://www.ign.com/wikis/create?objectid=20055565
" The Bureau XCOM Declassified ",5.5,7.4,http://www.ign.com/wikis/the-bureau-xcom-declassified
" The Cave ",0,0,NOT PROVIDED
" The Chronicles of Riddick Assault on Dark Athena ",7.4,8.1,http://www.ign.com/wikis/the-chronicles-of-riddick-assault-on-dark-athena
" The Crew ",6,7.2,http://www.ign.com/wikis/the-crew
" The Curse ",0,9.2,http://www.ign.com/wikis/create?objectid=129048
" The Dark Knight Rises ",5.5,6.9,http://www.ign.com/wikis/create?objectid=130653
" The Darkness ",7.8,8.2,http://www.ign.com/wikis/the-darkness
" The Darkness II ",8,8.1,http://www.ign.com/wikis/the-darkness-2
" The Disney Afternoon Collection ",7,8.7,http://www.ign.com/wikis/disney-afternoon-collection
" The Earth Defense Force Insect Armageddon ",7.5,0,NOT PROVIDED
" The Elder Scrolls Chapter II Daggerfall ",0,0,http://www.ign.com/wikis/the-elder-scrolls-daggerfall
" The Elder Scrolls III Morrowind ",9.4,0,http://www.ign.com/wikis/the-elder-scrolls-iii-morrowind
" The Elder Scrolls IV Oblivion ",9.3,9.2,http://www.ign.com/wikis/the-elder-scrolls-iv-oblivion
" The Elder Scrolls IV Oblivion Game of the Year Edition ",0,9.2,http://www.ign.com/wikis/the-elder-scrolls-iv-oblivion
" The Elder Scrolls Online 2014 ",7.8,0,http://www.ign.com/wikis/elder-scrolls-online
" The Elder Scrolls V Skyrim ",9.5,0,NOT PROVIDED
" The Elder Scrolls V Skyrim Collectors Edition ",0,9.6,http://www.ign.com/wikis/the-elder-scrolls-5-skyrim
" The Elder Scrolls V Skyrim Dawnguard ",8,8.7,http://www.ign.com/wikis/the-elder-scrolls-5-skyrim
" The Elder Scrolls V Skyrim Dragonborn ",0,9.1,http://www.ign.com/wikis/the-elder-scrolls-5-skyrim
" The Elder Scrolls V Skyrim Special Edition ",8,0,http://www.ign.com/wikis/the-elder-scrolls-5-skyrim
" The Escapists The Walking Dead ",0,0,NOT PROVIDED
" The Evil Within ",0,7.7,http://www.ign.com/wikis/the-evil-within
" The Expendables 2 Videogame ",5.5,5.1,http://www.ign.com/wikis/the-expendables-2-videogame
" The Forest ",0,0,http://www.ign.com/wikis/the-forest
" The Getaway Black Monday ",6.5,7.4,http://www.ign.com/wikis/the-getaway-black-monday
" The Godfather ",7.9,0,NOT PROVIDED
" The Godfather II ",7.7,0,http://www.ign.com/wikis/the-godfather-ii
" The Golf Club ",7,0,http://www.ign.com/wikis/the-golf-club
" The Golf Club Collectors Edition ",7,6.9,http://www.ign.com/wikis/the-golf-club
" The Guardian Legend ",0,0,NOT PROVIDED
" The Ico & Shadow of the Colossus Collection ",8.5,0,NOT PROVIDED
" The Ico & Shadow of the Colossus Collection Collectors Edition ",0,8.2,http://www.ign.com/wikis/create?objectid=111271
" The Incredible Adventures of Van Helsing ",0,0,NOT PROVIDED
" The Incredible Hulk ",6,0,NOT PROVIDED
" The King of Fighters XIV ",8,8.4,http://www.ign.com/wikis/king-of-fighter-14
" The Last Guardian ",7,0,http://www.ign.com/wikis/the-last-guardian
" The Last of Us ",10,9.6,http://www.ign.com/wikis/the-last-of-us
" The Last of Us Part II ",0,0,http://www.ign.com/wikis/the-last-of-us-part-ii
" The Last of Us Remastered ",10,9.6,http://www.ign.com/wikis/the-last-of-us
" The Last Remnant ",5.3,0,http://www.ign.com/wikis/the-last-remnant
" The Last Story ",8.5,0,http://www.ign.com/wikis/the-last-story
" The Last Story Limited Edition ",0,9.1,http://www.ign.com/wikis/the-last-story
" The League of Explorers A Hearthstone Adventure ",0,0,http://www.ign.com/wikis/hearthstone-heroes-of-warcraft
" The Legend of Dragoon ",7,0,http://www.ign.com/wikis/the-legend-of-dragoon
" The Legend of Legacy ",0,8.7,http://www.ign.com/wikis/the-legend-of-legacy
" The Legend of Zelda ",9,8.9,http://www.ign.com/wikis/create?objectid=20004551
" The Legend of Zelda A Link Between Worlds ",9.4,9.4,http://www.ign.com/wikis/the-legend-of-zelda-a-link-between-worlds
" The Legend of Zelda A Link to the Past ",0,9.5,http://www.ign.com/wikis/the-legend-of-zelda-a-link-to-the-past
" The Legend of Zelda A Link to the Past w the Four Swords ",9.7,0,http://www.ign.com/wikis/the-legend-of-zelda-a-link-to-the-past
" The Legend of Zelda Breath of the Wild ",10,8.9,http://www.ign.com/wikis/the-legend-of-zelda-breath-of-the-wild
" The Legend of Zelda Four Swords Adventures ",8.7,8.7,http://www.ign.com/wikis/the-legend-of-zelda-four-swords-adventures
" The Legend of Zelda Four Swords Anniversary Edition ",9,8.3,http://www.ign.com/wikis/the-legend-of-zelda-four-swords-anniversary-edition
" The Legend of Zelda Links Awakening ",0,9.1,http://www.ign.com/wikis/the-legend-of-zelda-links-awakening
" The Legend of Zelda Links Awakening DX ",9.5,0,NOT PROVIDED
" The Legend of Zelda Majoras Mask ",9.9,0,http://www.ign.com/wikis/the-legend-of-zelda-majoras-mask
" The Legend of Zelda Majoras Mask 3D ",8.7,9.4,http://www.ign.com/wikis/the-legend-of-zelda-majoras-mask
" The Legend of Zelda Ocarina of Time ",10,9.7,http://www.ign.com/wikis/the-legend-of-zelda-ocarina-of-time-3d
" The Legend of Zelda Ocarina of Time 3D ",9.5,0,NOT PROVIDED
" The Legend of Zelda Ocarina of Time Collectors Edition ",0,9.8,http://www.ign.com/wikis/the-legend-of-zelda-ocarina-of-time-3d
" The Legend of Zelda Ocarina of Time Master Quest ",9,0,http://www.ign.com/wikis/the-legend-of-zelda-ocarina-of-time-3d
" The Legend of Zelda Oracle of Ages ",10,0,http://www.ign.com/wikis/the-legend-of-zelda-oracle-of-ages
" The Legend of Zelda Oracle of Seasons ",10,9.3,http://www.ign.com/wikis/the-legend-of-zelda-oracle-of-seasons
" The Legend of Zelda Phantom Hourglass ",9,0,http://www.ign.com/wikis/create?objectid=20053532
" The Legend of Zelda Skyward Sword ",10,9.3,http://www.ign.com/wikis/the-legend-of-zelda-skyward-sword
" The Legend of Zelda Skyward Sword Game & Controller Bundle ",0,9.5,http://www.ign.com/wikis/create?objectid=116779
" The Legend of Zelda Spirit Tracks ",0,0,NOT PROVIDED
" The Legend of Zelda The Minish Cap ",0,0,http://www.ign.com/wikis/the-legend-of-zelda-the-minish-cap
" The Legend of Zelda The Wind Waker ",9.6,9.4,http://www.ign.com/wikis/the-legend-of-zelda-wind-waker
" The Legend of Zelda The Wind Waker HD ",9.8,9.5,http://www.ign.com/wikis/the-legend-of-zelda-wind-waker
" The Legend of Zelda The Wind Waker HD Nintendo eShop Edition ",9.8,9.5,http://www.ign.com/wikis/the-legend-of-zelda-wind-waker
" The Legend of Zelda Tri Force Heroes ",8.5,8.7,http://www.ign.com/wikis/the-legend-of-zelda-tri-force-heroes
" The Legend of Zelda Twilight Princess ",9.5,0,http://www.ign.com/wikis/the-legend-of-zelda-twilight-princess
" The Legend of Zelda Twilight Princess HD ",8.6,0,http://www.ign.com/wikis/the-legend-of-zelda-twilight-princess
" The LEGO Movie Videogame ",6.5,0,http://www.ign.com/wikis/the-lego-movie-video-game
" The Lord of the Rings Online Riders of Rohan ",8.3,8.5,http://www.ign.com/wikis/lord-of-the-rings-online
" The Lord of the Rings Online Shadows of Angmar ",8.6,8.4,http://www.ign.com/wikis/lord-of-the-rings-online
" The Lord of the Rings Online Shadows of Angmar Special Edition ",0,0,http://www.ign.com/wikis/create?objectid=886672
" The Lord of the Rings The Battle for Middleearth II ",9,0,NOT PROVIDED
" The Lord of the Rings The Return of the King ",8.9,8.6,http://www.ign.com/wikis/the-lord-of-the-rings-the-return-of-the-king
" The Lord of the Rings The Third Age ",8.5,8.2,http://www.ign.com/wikis/the-lord-of-the-rings-the-third-age
" The Lord of the Rings War in the North ",7,0,NOT PROVIDED
" The Movies ",8,0,http://www.ign.com/wikis/the-movies
" The Orange Box ",9.5,9.3,http://www.ign.com/wikis/the-orange-box
" The Order 1886 ",6.5,0,http://www.ign.com/wikis/the-order-1886
" The Political Machine 2012 ",6.5,7.1,http://www.ign.com/wikis/the-political-machine-2012
" The Saboteur ",7.5,0,http://www.ign.com/wikis/the-saboteur
" The Secret World ",7,0,http://www.ign.com/wikis/the-secret-world
" The Settlers 7 Paths to a Kingdom ",6,7,http://www.ign.com/wikis/create?objectid=33265
" The Simpsons Game ",7,7.4,http://www.ign.com/wikis/the-simpsons-game
" The Simpsons Hit & Run ",8,8.4,http://www.ign.com/wikis/the-simpsons-hit-run
" The Simpsons Tapped Out ",0,8.3,http://www.ign.com/wikis/the-simpsons-tapped-out
" The Simpsons The Arcade Game ",8,7.4,http://www.ign.com/wikis/create?objectid=122272
" The Sims ",9.5,0,http://www.ign.com/wikis/the-sims
" The Sims 2 ",9.4,0,NOT PROVIDED
" The Sims 2 Pets ",6.4,6.8,http://www.ign.com/wikis/create?objectid=837834
" The Sims 3 ",8.9,0,http://www.ign.com/wikis/the-sims-3
" The Sims 3 Ambitions ",0,0,http://www.ign.com/wikis/the-sims-3
" The Sims 3 Pets ",0,0,NOT PROVIDED
" The Sims 3 Supernatural ",4.5,7.5,http://www.ign.com/wikis/the-sims-3
" The Sims 3 World Adventures ",0,8.3,http://www.ign.com/wikis/the-sims-3
" The Sims 4 ",0,0,http://www.ign.com/wikis/the-sims-4
" The Sims Bustin Out ",8,8,http://www.ign.com/wikis/the-sims-bustin-out
" The Sly Collection ",8.5,8.8,http://www.ign.com/wikis/the-sly-collection
" The Surge ",7.9,7.3,http://www.ign.com/wikis/the-surge
" The Talos Principle ",0,9.7,http://www.ign.com/wikis/the-talos-principle
" The Testament of Sherlock Holmes ",0,0,NOT PROVIDED
" The Tomorrow Children ",5.2,0,http://www.ign.com/wikis/the-tomorrow-children
" The Tribez ",0,0,http://www.ign.com/wikis/the-tribez
" The Turing Test ",0,0,NOT PROVIDED
" The Unfinished Swan ",0,8.2,http://www.ign.com/wikis/the-unfinished-swan
" The Vanishing of Ethan Carter ",8.5,7.8,http://www.ign.com/wikis/the-vanishing-of-ethan-carter
" The Ville ",0,0,http://www.ign.com/wikis/the-ville
" The Walking Dead A New Frontier Above the Law ",0,0,http://www.ign.com/wikis/create?objectid=20053350
" The Walking Dead A New Frontier Thicker Than Water ",0,0,http://www.ign.com/wikis/create?objectid=20053359
" The Walking Dead A Telltale Game Series A New Frontier ",0,8.2,http://www.ign.com/wikis/the-walking-dead-game
" The Walking Dead A Telltale Game Series Season One ",9.3,9.3,http://www.ign.com/wikis/the-walking-dead-game
" The Walking Dead A Telltale Game Series Season Two ",8,0,http://www.ign.com/wikis/the-walking-dead-game
